published,paths,stylesheets,styleElements,size,dataUriSize,ratioOfDataUriSize,gzippedSize,rules,selectors,declarations,simplicity,averageOfIdentifier,mostIdentifier,mostIdentifierSelector,averageOfCohesion,lowestCohesion,lowestCohesionSelector,totalUniqueFontSizes,uniqueFontSizes,totalUniqueFontFamilies,uniqueFontFamilies,totalUniqueColors,uniqueColors,idSelectors,universalSelectors,unqualifiedAttributeSelectors,javascriptSpecificSelectors,importantKeywords,floatProperties,propertiesCount,mediaQueries
Mon Nov 09 2015 15:48:07 GMT+0900 (JST),./dist_stat/css/all.css,1,0,21419,0,0,4344,316,427,768,0.7400468384074942,2.278688524590164,8,:root .gnavi>ul>li>ul>li:before,2.430379746835443,11,.l-btn>a,13,0 10px 11px 12px 14px 15px 16px 18px 20px 22px 25px 40px 50px,2,'A-OTF A1 Mincho Std','A-OTF A1明朝 Std','游明朝体','Yu Mincho',YuMincho,'小塚明朝 Pr6N R',KozMinPr6N-Regular,'Kozuka Mincho Pr6N','ヒラギノ明朝 ProN W6','HiraMinProN-W6','ヒラギノ明朝 ProN W3','Hiragino Mincho ProN','HG明朝E','ＭＳ Ｐ明朝','MS PMincho','MS 明朝',serif 'Times New Roman',Georgia,Serif,6,#01588C #67645A #A7A7A7 #C8C8C8 #FF8D8D #FFFFFF,0,0,0,0,10,4,font-size:84 width:75 margin-bottom:72 margin:53 display:53 line-height:35 height:34 text-align:28 background:27 color:26,29

